Search terms report
"April 1, 2026 - June 29, 2026"
Search term,Match type,Added/Excluded,Campaign,Ad group,Currency code,TrueView avg. CPV,Avg. CPM,Clicks,Impr.,CTR,Avg. CPC,Cost,Campaign type,Conv. rate,Conversions,Cost / conv.
starter replacement near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
flat rate mechanic,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
clyde's automotive,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
full car diagnostics near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
south creek auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
colorado toyota repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
auto repair near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mikes auto shop,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
kramer automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
valvoline instant oil change fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,3,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
performance radiator fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
small evap leak fix,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
recharge ac subaru crosstrek,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
crossroads subaru,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
european motors,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
car mechanic fort collins,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,5,0.00%,0,0.00,Search,0.00%,0.00,0.00
chrysler town & country service,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
services offered by air care colorado fort collins,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
2016 forester ac recharge,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
kings auto repair fort collins,Exact match (close variant),None,Search - Brand [LID34788] [CID6645],King's Auto Center,USD,0,497.92,4,14,28.57%,1.74,6.97,Search,25.00%,1.00,6.97
ram service center near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
c&r automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
friends auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
machine shop fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
fort collins subaru service,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
ford fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,3,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
nissan rogue spark plug replacement,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
subaru ac repair near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
car air conditioner repair near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
chevy fort collins,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
go to automotive,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
car stereo repair,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
csp vin inspection,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
auto shops,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
dmv inspection stations near me,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
tow company fort collins,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
2014 subaru impreza spark plug replacement,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
automotive repair fort collins,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,4,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru service fort collins,Exact match,Added,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,1006.48,3,46,6.52%,15.43,46.30,Search,0.00%,0.00,0.00
precision auto repair near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
humble mechanic,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
salvage yard fort collins,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru repair shops,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
hyundai fort collins,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,3,0.00%,0,0.00,Search,0.00%,0.00,0.00
transmission repair fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,5,0.00%,0,0.00,Search,0.00%,0.00,0.00
brake repair fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
quality maintenance & repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
chilos auto repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
franklin automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
nearest auto zone,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
subie auto repair,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
fort collins transmission repair,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
ecm rebuild shops,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
car key fob programming near me,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
toyota fort collins service,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
buy goodyear tires near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
auto repair experts,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,1041.82,2,11,18.18%,5.73,11.46,Performance Max,0.00%,0.00,0.00
les schwab fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,106.67,1,21,4.76%,2.24,2.24,Performance Max,0.00%,0.00,0.00
nelsen's auto tech center,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,6,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
2021 highlander spark plug replacement,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
subaru outback brake light flashing,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
chevy silverado 1500 ac repair,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
radiator replacement cost,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,2201.25,1,2,50.00%,4.40,4.40,Search,0.00%,0.00,0.00
cost to fix an oil leak,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
mechanic open on weekends,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru ft collins,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,11055.00,1,2,50.00%,22.11,22.11,Search,0.00%,0.00,0.00
r & d auto,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
alignment fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,7,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru brighton,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
honda service fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,972.00,1,5,20.00%,4.86,4.86,Search,100.00%,1.00,4.86
clutch repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mccormick fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
altech automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
collins auto care,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
schony's automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
auto care,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
colorado transmission,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
lundstedt,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
cs automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
hands on auto tech,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
everything auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
fort collins napa,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
scotts auto fort collins,Performance Max,Excluded,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,341.78,3,65,4.62%,7.41,22.22,Performance Max,0.00%,0.00,0.00
uptown auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,10,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
brakes near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
car inspection near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
clarks subaru,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru specialist near me,Exact match (close variant),Added,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
toyota service,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
auto store fort collins,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
simplyeuro,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
kings automotive,Exact match,Added,Search - Brand [LID34788] [CID6645],King's Auto Center,USD,0,421.41,10,48,20.83%,2.02,20.23,Search,50.00%,5.00,4.05
independent auto mechanics near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
affordable auto repair fort collins co,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
car safety inspection near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
automobile repair shops,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,3,0.00%,0,0.00,Search,0.00%,0.00,0.00
mike's small engine repair near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
machine shops fort collins co,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
maxwell automotive cortez colorado,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
auto salvage fort collins,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,3,0.00%,0,0.00,Search,0.00%,0.00,0.00
hayden transmission cooler installation,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
paddock imports,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
subaru,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
fort collins nissan,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,9,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
subaru shop near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
car concepts,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
ken garff fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,10,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
brake plus fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
martin mechanic shop,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
auto warehouse,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,3,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
nissan of fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
subaru warehouse,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
cv boot replacement near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
auto repairs near me,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
spradley barr ford fort collins,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
recharge subaru ac,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
mikes automotive,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
king's automotive,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,4,0.00%,0,0.00,Search,0.00%,0.00,0.00
classic truck mechanic near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
used subaru baja for sale near me,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
car repair cost estimator,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru scratch repair,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
safelite fort collins phone number,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,3,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
fort collins subaru repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
meineke auto service,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
wellington auto service,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
tune up specials near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
auto repair fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,9,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
dave's automotive repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
auto finish line,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
repair shops open on saturday,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
auto repair estimate,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
hyundai auto shops near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,3,0.00%,0,0.00,Search,0.00%,0.00,0.00
tynan nissan fort collins,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
chrysler pcm repair,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru keys made,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
alignment shops near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
le swab,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
professional inspection for rebuilt title car,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru repair shop,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,4,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru service,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,15,0.00%,0,0.00,Search,0.00%,0.00,0.00
local oil change,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
finish line auto sales,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mini bike mechanic near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,5115.00,1,2,50.00%,10.23,10.23,Performance Max,0.00%,0.00,0.00
total automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,4,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
rocky mountain automotive fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,22,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
bg webster,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mechanic wellington,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
small engine repair fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,100.87,1,25,4.00%,2.52,2.52,Search,0.00%,0.00,0.00
alternator replacement,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
changing head gasket on subaru 2.5,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
2024 subaru crosstrek wiper blade replacement,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
brake repair shop,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
maaco fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
truck workshop near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
eas auto,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
evap system subaru,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
2018 subaru outback infotainment system replacement,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
mazda oil change coupon,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
big g automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
lkq auto repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
o reilly near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,3,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
